https://gedcom.io/terms/v7.1/MARL	SOUR	https://gedcom.io/terms/v7.1/SOUR
https://gedcom.io/terms/v7.1/MARL	TYPE	https://gedcom.io/terms/v7/TYPE
https://gedcom.io/terms/v7.1/MARL	UID	https://gedcom.io/terms/v7/UID
https://gedcom.io/terms/v7.1/MARL	WIFE	https://gedcom.io/terms/v7/WIFE
https://gedcom.io/terms/v7.1/MARL	WWW	https://gedcom.io/terms/v7/WWW
https://gedcom.io/terms/v7.1/MARR	ADDR	https://gedcom.io/terms/v7/ADDR
https://gedcom.io/terms/v7.1/MARR	AGNC	https://gedcom.io/terms/v7/AGNC
https://gedcom.io/terms/v7.1/MARR	ASSO	https://gedcom.io/terms/v7.1/ASSO
https://gedcom.io/terms/v7.1/MARR	CAUS	https://gedcom.io/terms/v7/CAUS
https://gedcom.io/terms/v7.1/MARR	DATE	https://gedcom.io/terms/v7/DATE
https://gedcom.io/terms/v7.1/MARR	EMAIL	https://gedcom.io/terms/v7/EMAIL
https://gedcom.io/terms/v7.1/MARR	FAX	https://gedcom.io/terms/v7/FAX
https://gedcom.io/terms/v7.1/MARR	HUSB	https://gedcom.io/terms/v7/HUSB
https://gedcom.io/terms/v7.1/MARR	NOTE	https://gedcom.io/terms/v7.1/NOTE
https://gedcom.io/terms/v7.1/MARR	OBJE	https://gedcom.io/terms/v7.1/OBJE
https://gedcom.io/terms/v7.1/MARR	PHON	https://gedcom.io/terms/v7/PHON
https://gedcom.io/terms/v7.1/MARR	PLAC	https://gedcom.io/terms/v7.1/PLAC
https://gedcom.io/terms/v7.1/MARR	RELI	https://gedcom.io/terms/v7/RELI
https://gedcom.io/terms/v7.1/MARR	RESN	https://gedcom.io/terms/v7/RESN
https://gedcom.io/terms/v7.1/MARR	SDATE	https://gedcom.io/terms/v7/SDATE
https://gedcom.io/terms/v7.1/MARR	SNOTE	https://gedcom.io/terms/v7.1/SNOTE
https://gedcom.io/terms/v7.1/MARR	SOUR	https://gedcom.io/terms/v7.1/SOUR
https://gedcom.io/terms/v7.1/MARR	TYPE	https://gedcom.io/terms/v7/TYPE
https://gedcom.io/terms/v7.1/MARR	UID	https://gedcom.io/terms/v7/UID
https://gedcom.io/terms/v7.1/MARR	WIFE	https://gedcom.io/terms/v7/WIFE
https://gedcom.io/terms/v7.1/MARR	WWW	https://gedcom.io/terms/v7/WWW
https://gedcom.io/terms/v7.1/MARS	ADDR	https://gedcom.io/terms/v7/ADDR
https://gedcom.io/terms/v7.1/MARS	AGNC	https://gedcom.io/terms/v7/AGNC
https://gedcom.io/terms/v7.1/MARS	ASSO	https://gedcom.io/terms/v7.1/ASSO
https://gedcom.io/terms/v7.1/MARS	CAUS	https://gedcom.io/terms/v7/CAUS
https://gedcom.io/terms/v7.1/MARS	DATE	https://gedcom.io/terms/v7/DATE
https://gedcom.io/terms/v7.1/MARS	EMAIL	https://gedcom.io/terms/v7/EMAIL
https://gedcom.io/terms/v7.1/MARS	FAX	https://gedcom.io/terms/v7/FAX
https://gedcom.io/terms/v7.1/MARS	HUSB	https://gedcom.io/terms/v7/HUSB
https://gedcom.io/terms/v7.1/MARS	NOTE	https://gedcom.io/terms/v7.1/NOTE
https://gedcom.io/terms/v7.1/MARS	OBJE	https://gedcom.io/terms/v7.1/OBJE
https://gedcom.io/terms/v7.1/MARS	PHON	https://gedcom.io/terms/v7/PHON
https://gedcom.io/terms/v7.1/MARS	PLAC	https://gedcom.io/terms/v7.1/PLAC
https://gedcom.io/terms/v7.1/MARS	RELI	https://gedcom.io/terms/v7/RELI
https://gedcom.io/terms/v7.1/MARS	RESN	https://gedcom.io/terms/v7/RESN
https://gedcom.io/terms/v7.1/MARS	SDATE	https://gedcom.io/terms/v7/SDATE
https://gedcom.io/terms/v7.1/MARS	SNOTE	https://gedcom.io/terms/v7.1/SNOTE
https://gedcom.io/terms/v7.1/MARS	SOUR	https://gedcom.io/terms/v7.1/SOUR
https://gedcom.io/terms/v7.1/MARS	TYPE	https://gedcom.io/terms/v7/TYPE
https://gedcom.io/terms/v7.1/MARS	UID	https://gedcom.io/terms/v7/UID
https://gedcom.io/terms/v7.1/MARS	WIFE	https://gedcom.io/terms/v7/WIFE
https://gedcom.io/terms/v7.1/MARS	WWW	https://gedcom.io/terms/v7/WWW
https://gedcom.io/terms/v7.1/NATI	ADDR	https://gedcom.io/terms/v7/ADDR
https://gedcom.io/terms/v7.1/NATI	AGE	https://gedcom.io/terms/v7/AGE
https://gedcom.io/terms/v7.1/NATI	AGNC	https://gedcom.io/terms/v7/AGNC
https://gedcom.io/terms/v7.1/NATI	ASSO	https://gedcom.io/terms/v7.1/ASSO
https://gedcom.io/terms/v7.1/NATI	CAUS	https://gedcom.io/terms/v7/CAUS
https://gedcom.io/terms/v7.1/NATI	DATE	https://gedcom.io/terms/v7/DATE
https://gedcom.io/terms/v7.1/NATI	EMAIL	https://gedcom.io/terms/v7/EMAIL
https://gedcom.io/terms/v7.1/NATI	FAX	https://gedcom.io/terms/v7/FAX
https://gedcom.io/terms/v7.1/NATI	NOTE	https://gedcom.io/terms/v7.1/NOTE
https://gedcom.io/terms/v7.1/NATI	OBJE	https://gedcom.io/terms/v7.1/OBJE
https://gedcom.io/terms/v7.1/NATI	PHON	https://gedcom.io/terms/v7/PHON
https://gedcom.io/terms/v7.1/NATI	PLAC	https://gedcom.io/terms/v7.1/PLAC
https://gedcom.io/terms/v7.1/NATI	RELI	https://gedcom.io/terms/v7/RELI
https://gedcom.io/terms/v7.1/NATI	RESN	https://gedcom.io/terms/v7/RESN
https://gedcom.io/terms/v7.1/NATI	SDATE	https://gedcom.io/terms/v7/SDATE
https://gedcom.io/terms/v7.1/NATI	SNOTE	https://gedcom.io/terms/v7.1/SNOTE
https://gedcom.io/terms/v7.1/NATI	SOUR	https://gedcom.io/terms/v7.1/SOUR
https://gedcom.io/terms/v7.1/NATI	TYPE	https://gedcom.io/terms/v7/TYPE
https://gedcom.io/terms/v7.1/NATI	UID	https://gedcom.io/terms/v7/UID
https://gedcom.io/terms/v7.1/NATI	WWW	https://gedcom.io/terms/v7/WWW
https://gedcom.io/terms/v7.1/NATU	ADDR	https://gedcom.io/terms/v7/ADDR
https://gedcom.io/terms/v7.1/NATU	AGE	https://gedcom.io/terms/v7/AGE
https://gedcom.io/terms/v7.1/NATU	AGNC	https://gedcom.io/terms/v7/AGNC
https://gedcom.io/terms/v7.1/NATU	ASSO	https://gedcom.io/terms/v7.1/ASSO
https://gedcom.io/terms/v7.1/NATU	CAUS	https://gedcom.io/terms/v7/CAUS
https://gedcom.io/terms/v7.1/NATU	DATE	https://gedcom.io/terms/v7/DATE
https://gedcom.io/terms/v7.1/NATU	EMAIL	https://gedcom.io/terms/v7/EMAIL
https://gedcom.io/terms/v7.1/NATU	FAX	https://gedcom.io/terms/v7/FAX
https://gedcom.io/terms/v7.1/NATU	NOTE	https://gedcom.io/terms/v7.1/NOTE
https://gedcom.io/terms/v7.1/NATU	OBJE	https://gedcom.io/terms/v7.1/OBJE
https://gedcom.io/terms/v7.1/NATU	PHON	https://gedcom.io/terms/v7/PHON
https://gedcom.io/terms/v7.1/NATU	PLAC	https://gedcom.io/terms/v7.1/PLAC
https://gedcom.io/terms/v7.1/NATU	RELI	https://gedcom.io/terms/v7/RELI
https://gedcom.io/terms/v7.1/NATU	RESN	https://gedcom.io/terms/v7/RESN
https://gedcom.io/terms/v7.1/NATU	SDATE	https://gedcom.io/terms/v7/SDATE
https://gedcom.io/terms/v7.1/NATU	SNOTE	https://gedcom.io/terms/v7.1/SNOTE
https://gedcom.io/terms/v7.1/NATU	SOUR	https://gedcom.io/terms/v7.1/SOUR
https://gedcom.io/terms/v7.1/NATU	TYPE	https://gedcom.io/terms/v7/TYPE
https://gedcom.io/terms/v7.1/NATU	UID	https://gedcom.io/terms/v7/UID
https://gedcom.io/terms/v7.1/NATU	WWW	https://gedcom.io/terms/v7/WWW
https://gedcom.io/terms/v7.1/NMR	ADDR	https://gedcom.io/terms/v7/ADDR
https://gedcom.io/terms/v7.1/NMR	AGE	https://gedcom.io/terms/v7/AGE
https://gedcom.io/terms/v7.1/NMR	AGNC	https://gedcom.io/terms/v7/AGNC
https://gedcom.io/terms/v7.1/NMR	ASSO	https://gedcom.io/terms/v7.1/ASSO
https://gedcom.io/terms/v7.1/NMR	CAUS	https://gedcom.io/terms/v7/CAUS
https://gedcom.io/terms/v7.1/NMR	DATE	https://gedcom.io/terms/v7/DATE
https://gedcom.io/terms/v7.1/NMR	EMAIL	https://gedcom.io/terms/v7/EMAIL
https://gedcom.io/terms/v7.1/NMR	FAX	https://gedcom.io/terms/v7/FAX
https://gedcom.io/terms/v7.1/NMR	NOTE	https://gedcom.io/terms/v7.1/NOTE
https://gedcom.io/terms/v7.1/NMR	OBJE	https://gedcom.io/terms/v7.1/OBJE
https://gedcom.io/terms/v7.1/NMR	PHON	https://gedcom.io/terms/v7/PHON
https://gedcom.io/terms/v7.1/NMR	PLAC	https://gedcom.io/terms/v7.1/PLAC
https://gedcom.io/terms/v7.1/NMR	RELI	https://gedcom.io/terms/v7/RELI
https://gedcom.io/terms/v7.1/NMR	RESN	https://gedcom.io/terms/v7/RESN
https://gedcom.io/terms/v7.1/NMR	SDATE	https://gedcom.io/terms/v7/SDATE
https://gedcom.io/terms/v7.1/NMR	SNOTE	https://gedcom.io/terms/v7.1/SNOTE
https://gedcom.io/terms/v7.1/NMR	SOUR	https://gedcom.io/terms/v7.1/SOUR
https://gedcom.io/terms/v7.1/NMR	TYPE	https://gedcom.io/terms/v7/TYPE
https://gedcom.io/terms/v7.1/NMR	UID	https://gedcom.io/terms/v7/UID
https://gedcom.io/terms/v7.1/NMR	WWW	https://gedcom.io/terms/v7/WWW
https://gedcom.io/terms/v7.1/NO	DATE	https://gedcom.io/terms/v7/NO-DATE
https://gedcom.io/terms/v7.1/NO	NOTE	https://gedcom.io/terms/v7.1/NOTE
https://gedcom.io/terms/v7.1/NO	SNOTE	https://gedcom.io/terms/v7.1/SNOTE
https://gedcom.io/terms/v7.1/NO	SOUR	https://gedcom.io/terms/v7.1/SOUR
https://gedcom.io/terms/v7.1/NOTE	LANG	https://gedcom.io/terms/v7/LANG
https://gedcom.io/terms/v7.1/NOTE	MIME	https://gedcom.io/terms/v7/MIME
https://gedcom.io/terms/v7.1/NOTE	SOUR	https://gedcom.io/terms/v7.1/SOUR
https://gedcom.io/terms/v7.1/NOTE	TRAN	https://gedcom.io/terms/v7.1/NOTE-TRAN
https://gedcom.io/terms/v7.1/NOTE-TRAN	LANG	https://gedcom.io/terms/v7/LANG
https://gedcom.io/terms/v7.1/NOTE-TRAN	MIME	https://gedcom.io/terms/v7/MIME
https://gedcom.io/terms/v7.1/OBJE	CROP	https://gedcom.io/terms/v7/CROP
https://gedcom.io/terms/v7.1/OBJE	TITL	https://gedcom.io/terms/v7/TITL
https://gedcom.io/terms/v7.1/OCCU	ADDR	https://gedcom.io/terms/v7/ADDR
https://gedcom.io/terms/v7.1/OCCU	AGE	https://gedcom.io/terms/v7/AGE
https://gedcom.io/terms/v7.1/OCCU	AGNC	https://gedcom.io/terms/v7/AGNC
https://gedcom.io/terms/v7.1/OCCU	ASSO	https://gedcom.io/terms/v7.1/ASSO
https://gedcom.io/terms/v7.1/OCCU	CAUS	https://gedcom.io/terms/v7/CAUS
https://gedcom.io/terms/v7.1/OCCU	DATE	https://gedcom.io/terms/v7/DATE
https://gedcom.io/terms/v7.1/OCCU	EMAIL	https://gedcom.io/terms/v7/EMAIL
https://gedcom.io/terms/v7.1/OCCU	FAX	https://gedcom.io/terms/v7/FAX
https://gedcom.io/terms/v7.1/OCCU	NOTE	https://gedcom.io/terms/v7.1/NOTE
https://gedcom.io/terms/v7.1/OCCU	OBJE	https://gedcom.io/terms/v7.1/OBJE
https://gedcom.io/terms/v7.1/OCCU	PHON	https://gedcom.io/terms/v7/PHON
https://gedcom.io/terms/v7.1/OCCU	PLAC	https://gedcom.io/terms/v7.1/PLAC
https://gedcom.io/terms/v7.1/OCCU	RELI	https://gedcom.io/terms/v7/RELI
https://gedcom.io/terms/v7.1/OCCU	RESN	https://gedcom.io/terms/v7/RESN
https://gedcom.io/terms/v7.1/OCCU	SDATE	https://gedcom.io/terms/v7/SDATE
https://gedcom.io/terms/v7.1/OCCU	SNOTE	https://gedcom.io/terms/v7.1/SNOTE
https://gedcom.io/terms/v7.1/OCCU	SOUR	https://gedcom.io/terms/v7.1/SOUR
https://gedcom.io/terms/v7.1/OCCU	TYPE	https://gedcom.io/terms/v7/TYPE
https://gedcom.io/terms/v7.1/OCCU	UID	https://gedcom.io/terms/v7/UID
https://gedcom.io/terms/v7.1/OCCU	WWW	https://gedcom.io/terms/v7/WWW
https://gedcom.io/terms/v7.1/ORDN	ADDR	https://gedcom.io/terms/v7/ADDR
https://gedcom.io/terms/v7.1/ORDN	AGE	https://gedcom.io/terms/v7/AGE
https://gedcom.io/terms/v7.1/ORDN	AGNC	https://gedcom.io/terms/v7/AGNC
https://gedcom.io/terms/v7.1/ORDN	ASSO	https://gedcom.io/terms/v7.1/ASSO
https://gedcom.io/terms/v7.1/ORDN	CAUS	https://gedcom.io/terms/v7/CAUS
https://gedcom.io/terms/v7.1/ORDN	DATE	https://gedcom.io/terms/v7/DATE
https://gedcom.io/terms/v7.1/ORDN	EMAIL	https://gedcom.io/terms/v7/EMAIL
https://gedcom.io/terms/v7.1/ORDN	FAX	https://gedcom.io/terms/v7/FAX
https://gedcom.io/terms/v7.1/ORDN	NOTE	https://gedcom.io/terms/v7.1/NOTE
https://gedcom.io/terms/v7.1/ORDN	OBJE	https://gedcom.io/terms/v7.1/OBJE
https://gedcom.io/terms/v7.1/ORDN	PHON	https://gedcom.io/terms/v7/PHON
https://gedcom.io/terms/v7.1/ORDN	PLAC	https://gedcom.io/terms/v7.1/PLAC
https://gedcom.io/terms/v7.1/ORDN	RELI	https://gedcom.io/terms/v7/RELI
https://gedcom.io/terms/v7.1/ORDN	RESN	https://gedcom.io/terms/v7/RESN
https://gedcom.io/terms/v7.1/ORDN	SDATE	https://gedcom.io/terms/v7/SDATE
https://gedcom.io/terms/v7.1/ORDN	SNOTE	https://gedcom.io/terms/v7.1/SNOTE
https://gedcom.io/terms/v7.1/ORDN	SOUR	https://gedcom.io/terms/v7.1/SOUR
https://gedcom.io/terms/v7.1/ORDN	TYPE	https://gedcom.io/terms/v7/TYPE
https://gedcom.io/terms/v7.1/ORDN	UID	https://gedcom.io/terms/v7/UID
https://gedcom.io/terms/v7.1/ORDN	WWW	https://gedcom.io/terms/v7/WWW
https://gedcom.io/terms/v7.1/PLAC	EXID	https://gedcom.io/terms/v7/EXID
https://gedcom.io/terms/v7.1/PLAC	FORM	https://gedcom.io/terms/v7.1/PLAC-FORM
https://gedcom.io/terms/v7.1/PLAC	LANG	https://gedcom.io/terms/v7/LANG
https://gedcom.io/terms/v7.1/PLAC	MAP	https://gedcom.io/terms/v7/MAP
https://gedcom.io/terms/v7.1/PLAC	NOTE	https://gedcom.io/terms/v7.1/NOTE
https://gedcom.io/terms/v7.1/PLAC	SNOTE	https://gedcom.io/terms/v7.1/SNOTE
https://gedcom.io/terms/v7.1/PLAC	TRAN	https://gedcom.io/terms/v7.1/PLAC-TRAN
https://gedcom.io/terms/v7.1/PLAC-TRAN	LANG	https://gedcom.io/terms/v7/LANG
https://gedcom.io/terms/v7.1/PROB	ADDR	https://gedcom.io/terms/v7/ADDR
https://gedcom.io/terms/v7.1/PROB	AGE	https://gedcom.io/terms/v7/AGE
https://gedcom.io/terms/v7.1/PROB	AGNC	https://gedcom.io/terms/v7/AGNC
https://gedcom.io/terms/v7.1/PROB	ASSO	https://gedcom.io/terms/v7.1/ASSO
https://gedcom.io/terms/v7.1/PROB	CAUS	https://gedcom.io/terms/v7/CAUS
https://gedcom.io/terms/v7.1/PROB	DATE	https://gedcom.io/terms/v7/DATE
https://gedcom.io/terms/v7.1/PROB	EMAIL	https://gedcom.io/terms/v7/EMAIL
https://gedcom.io/terms/v7.1/PROB	FAX	https://gedcom.io/terms/v7/FAX
https://gedcom.io/terms/v7.1/PROB	NOTE	https://gedcom.io/terms/v7.1/NOTE
https://gedcom.io/terms/v7.1/PROB	OBJE	https://gedcom.io/terms/v7.1/OBJE
https://gedcom.io/terms/v7.1/PROB	PHON	https://gedcom.io/terms/v7/PHON
https://gedcom.io/terms/v7.1/PROB	PLAC	https://gedcom.io/terms/v7.1/PLAC
https://gedcom.io/terms/v7.1/PROB	RELI	https://gedcom.io/terms/v7/RELI
https://gedcom.io/terms/v7.1/PROB	RESN	https://gedcom.io/terms/v7/RESN
https://gedcom.io/terms/v7.1/PROB	SDATE	https://gedcom.io/terms/v7/SDATE
https://gedcom.io/terms/v7.1/PROB	SNOTE	https://gedcom.io/terms/v7.1/SNOTE
https://gedcom.io/terms/v7.1/PROB	SOUR	https://gedcom.io/terms/v7.1/SOUR
https://gedcom.io/terms/v7.1/PROB	TYPE	https://gedcom.io/terms/v7/TYPE
https://gedcom.io/terms/v7.1/PROB	UID	https://gedcom.io/terms/v7/UID
https://gedcom.io/terms/v7.1/PROB	WWW	https://gedcom.io/terms/v7/WWW
https://gedcom.io/terms/v7.1/PROP	ADDR	https://gedcom.io/terms/v7/ADDR
https://gedcom.io/terms/v7.1/PROP	AGE	https://gedcom.io/terms/v7/AGE
https://gedcom.io/terms/v7.1/PROP	AGNC	https://gedcom.io/terms/v7/AGNC
https://gedcom.io/terms/v7.1/PROP	ASSO	https://gedcom.io/terms/v7.1/ASSO
https://gedcom.io/terms/v7.1/PROP	CAUS	https://gedcom.io/terms/v7/CAUS
https://gedcom.io/terms/v7.1/PROP	DATE	https://gedcom.io/terms/v7/DATE
https://gedcom.io/terms/v7.1/PROP	EMAIL	https://gedcom.io/terms/v7/EMAIL
https://gedcom.io/terms/v7.1/PROP	FAX	https://gedcom.io/terms/v7/FAX
https://gedcom.io/terms/v7.1/PROP	NOTE	https://gedcom.io/terms/v7.1/NOTE
https://gedcom.io/terms/v7.1/PROP	OBJE	https://gedcom.io/terms/v7.1/OBJE
https://gedcom.io/terms/v7.1/PROP	PHON	https://gedcom.io/terms/v7/PHON
https://gedcom.io/terms/v7.1/PROP	PLAC	https://gedcom.io/terms/v7.1/PLAC
https://gedcom.io/terms/v7.1/PROP	RELI	https://gedcom.io/terms/v7/RELI
https://gedcom.io/terms/v7.1/PROP	RESN	https://gedcom.io/terms/v7/RESN
https://gedcom.io/terms/v7.1/PROP	SDATE	https://gedcom.io/terms/v7/SDATE
https://gedcom.io/terms/v7.1/PROP	SNOTE	https://gedcom.io/terms/v7.1/SNOTE
https://gedcom.io/terms/v7.1/PROP	SOUR	https://gedcom.io/terms/v7.1/SOUR
https://gedcom.io/terms/v7.1/PROP	TYPE	https://gedcom.io/terms/v7/TYPE
https://gedcom.io/terms/v7.1/PROP	UID	https://gedcom.io/terms/v7/UID
https://gedcom.io/terms/v7.1/PROP	WWW	https://gedcom.io/terms/v7/WWW
https://gedcom.io/terms/v7.1/REPO	CALN	https://gedcom.io/terms/v7/CALN
https://gedcom.io/terms/v7.1/REPO	NOTE	https://gedcom.io/terms/v7.1/NOTE
https://gedcom.io/terms/v7.1/REPO	SNOTE	https://gedcom.io/terms/v7.1/SNOTE
https://gedcom.io/terms/v7.1/RETI	ADDR	https://gedcom.io/terms/v7/ADDR
https://gedcom.io/terms/v7.1/RETI	AGE	https://gedcom.io/terms/v7/AGE
https://gedcom.io/terms/v7.1/RETI	AGNC	https://gedcom.io/terms/v7/AGNC
https://gedcom.io/terms/v7.1/RETI	ASSO	https://gedcom.io/terms/v7.1/ASSO
https://gedcom.io/terms/v7.1/RETI	CAUS	https://gedcom.io/terms/v7/CAUS
https://gedcom.io/terms/v7.1/RETI	DATE	https://gedcom.io/terms/v7/DATE
https://gedcom.io/terms/v7.1/RETI	EMAIL	https://gedcom.io/terms/v7/EMAIL
https://gedcom.io/terms/v7.1/RETI	FAX	https://gedcom.io/terms/v7/FAX
https://gedcom.io/terms/v7.1/RETI	NOTE	https://gedcom.io/terms/v7.1/NOTE
https://gedcom.io/terms/v7.1/RETI	OBJE	https://gedcom.io/terms/v7.1/OBJE
https://gedcom.io/terms/v7.1/RETI	PHON	https://gedcom.io/terms/v7/PHON
https://gedcom.io/terms/v7.1/RETI	PLAC	https://gedcom.io/terms/v7.1/PLAC
https://gedcom.io/terms/v7.1/RETI	RELI	https://gedcom.io/terms/v7/RELI
https://gedcom.io/terms/v7.1/RETI	RESN	https://gedcom.io/terms/v7/RESN
https://gedcom.io/terms/v7.1/RETI	SDATE	https://gedcom.io/terms/v7/SDATE
https://gedcom.io/terms/v7.1/RETI	SNOTE	https://gedcom.io/terms/v7.1/SNOTE
https://gedcom.io/terms/v7.1/RETI	SOUR	https://gedcom.io/terms/v7.1/SOUR
https://gedcom.io/terms/v7.1/RETI	TYPE	https://gedcom.io/terms/v7/TYPE
https://gedcom.io/terms/v7.1/RETI	UID	https://gedcom.io/terms/v7/UID
https://gedcom.io/terms/v7.1/RETI	WWW	https://gedcom.io/terms/v7/WWW
https://gedcom.io/terms/v7.1/SLGC	DATE	https://gedcom.io/terms/v7/DATE
https://gedcom.io/terms/v7.1/SLGC	FAMC	https://gedcom.io/terms/v7.1/FAMC
https://gedcom.io/terms/v7.1/SLGC	NOTE	https://gedcom.io/terms/v7.1/NOTE
https://gedcom.io/terms/v7.1/SLGC	PLAC	https://gedcom.io/terms/v7.1/PLAC
https://gedcom.io/terms/v7.1/SLGC	SNOTE	https://gedcom.io/terms/v7.1/SNOTE
https://gedcom.io/terms/v7.1/SLGC	SOUR	https://gedcom.io/terms/v7.1/SOUR
https://gedcom.io/terms/v7.1/SLGC	STAT	https://gedcom.io/terms/v7/ord-STAT
https://gedcom.io/terms/v7.1/SLGC	TEMP	https://gedcom.io/terms/v7/TEMP
https://gedcom.io/terms/v7.1/SLGS	DATE	https://gedcom.io/terms/v7/DATE
https://gedcom.io/terms/v7.1/SLGS	NOTE	https://gedcom.io/terms/v7.1/NOTE
https://gedcom.io/terms/v7.1/SLGS	PLAC	https://gedcom.io/terms/v7.1/PLAC
https://gedcom.io/terms/v7.1/SLGS	SNOTE	https://gedcom.io/terms/v7.1/SNOTE
https://gedcom.io/terms/v7.1/SLGS	SOUR	https://gedcom.io/terms/v7.1/SOUR
https://gedcom.io/terms/v7.1/SLGS	STAT	https://gedcom.io/terms/v7/ord-STAT
https://gedcom.io/terms/v7.1/SLGS	TEMP	https://gedcom.io/terms/v7/TEMP
https://gedcom.io/terms/v7.1/SOUR	DATA	https://gedcom.io/terms/v7.1/SOUR-DATA
https://gedcom.io/terms/v7.1/SOUR	EVEN	https://gedcom.io/terms/v7.1/SOUR-EVEN
https://gedcom.io/terms/v7.1/SOUR	NOTE	https://gedcom.io/terms/v7.1/NOTE
https://gedcom.io/terms/v7.1/SOUR	OBJE	https://gedcom.io/terms/v7.1/OBJE
https://gedcom.io/terms/v7.1/SOUR	PAGE	https://gedcom.io/terms/v7/PAGE
https://gedcom.io/terms/v7.1/SOUR	QUAY	https://gedcom.io/terms/v7/QUAY
https://gedcom.io/terms/v7.1/SOUR	SNOTE	https://gedcom.io/terms/v7.1/SNOTE
https://gedcom.io/terms/v7.1/SOUR-DATA	DATE	https://gedcom.io/terms/v7/DATE
https://gedcom.io/terms/v7.1/SOUR-DATA	TEXT	https://gedcom.io/terms/v7/TEXT
https://gedcom.io/terms/v7.1/SOUR-EVEN	PHRASE	https://gedcom.io/terms/v7/PHRASE
https://gedcom.io/terms/v7.1/SOUR-EVEN	ROLE	https://gedcom.io/terms/v7/ROLE
https://gedcom.io/terms/v7.1/SSN	ADDR	https://gedcom.io/terms/v7/ADDR
https://gedcom.io/terms/v7.1/SSN	AGE	https://gedcom.io/terms/v7/AGE
https://gedcom.io/terms/v7.1/SSN	AGNC	https://gedcom.io/terms/v7/AGNC
https://gedcom.io/terms/v7.1/SSN	ASSO	https://gedcom.io/terms/v7.1/ASSO
https://gedcom.io/terms/v7.1/SSN	CAUS	https://gedcom.io/terms/v7/CAUS
https://gedcom.io/terms/v7.1/SSN	DATE	https://gedcom.io/terms/v7/DATE
https://gedcom.io/terms/v7.1/SSN	EMAIL	https://gedcom.io/terms/v7/EMAIL
https://gedcom.io/terms/v7.1/SSN	FAX	https://gedcom.io/terms/v7/FAX
https://gedcom.io/terms/v7.1/SSN	NOTE	https://gedcom.io/terms/v7.1/NOTE
https://gedcom.io/terms/v7.1/SSN	OBJE	https://gedcom.io/terms/v7.1/OBJE
https://gedcom.io/terms/v7.1/SSN	PHON	https://gedcom.io/terms/v7/PHON
https://gedcom.io/terms/v7.1/SSN	PLAC	https://gedcom.io/terms/v7.1/PLAC
https://gedcom.io/terms/v7.1/SSN	RELI	https://gedcom.io/terms/v7/RELI
https://gedcom.io/terms/v7.1/SSN	RESN	https://gedcom.io/terms/v7/RESN
https://gedcom.io/terms/v7.1/SSN	SDATE	https://gedcom.io/terms/v7/SDATE
https://gedcom.io/terms/v7.1/SSN	SNOTE	https://gedcom.io/terms/v7.1/SNOTE
https://gedcom.io/terms/v7.1/SSN	SOUR	https://gedcom.io/terms/v7.1/SOUR
https://gedcom.io/terms/v7.1/SSN	TYPE	https://gedcom.io/terms/v7/TYPE
https://gedcom.io/terms/v7.1/SSN	UID	https://gedcom.io/terms/v7/UID
https://gedcom.io/terms/v7.1/SSN	WWW	https://gedcom.io/terms/v7/WWW
https://gedcom.io/terms/v7.1/WILL	ADDR	https://gedcom.io/terms/v7/ADDR
https://gedcom.io/terms/v7.1/WILL	AGE	https://gedcom.io/terms/v7/AGE
https://gedcom.io/terms/v7.1/WILL	AGNC	https://gedcom.io/terms/v7/AGNC
https://gedcom.io/terms/v7.1/WILL	ASSO	https://gedcom.io/terms/v7.1/ASSO
https://gedcom.io/terms/v7.1/WILL	CAUS	https://gedcom.io/terms/v7/CAUS
https://gedcom.io/terms/v7.1/WILL	DATE	https://gedcom.io/terms/v7/DATE
https://gedcom.io/terms/v7.1/WILL	EMAIL	https://gedcom.io/terms/v7/EMAIL
https://gedcom.io/terms/v7.1/WILL	FAX	https://gedcom.io/terms/v7/FAX
https://gedcom.io/terms/v7.1/WILL	NOTE	https://gedcom.io/terms/v7.1/NOTE
https://gedcom.io/terms/v7.1/WILL	OBJE	https://gedcom.io/terms/v7.1/OBJE
https://gedcom.io/terms/v7.1/WILL	PHON	https://gedcom.io/terms/v7/PHON
https://gedcom.io/terms/v7.1/WILL	PLAC	https://gedcom.io/terms/v7.1/PLAC
https://gedcom.io/terms/v7.1/WILL	RELI	https://gedcom.io/terms/v7/RELI
https://gedcom.io/terms/v7.1/WILL	RESN	https://gedcom.io/terms/v7/RESN
https://gedcom.io/terms/v7.1/WILL	SDATE	https://gedcom.io/terms/v7/SDATE
https://gedcom.io/terms/v7.1/WILL	SNOTE	https://gedcom.io/terms/v7.1/SNOTE
https://gedcom.io/terms/v7.1/WILL	SOUR	https://gedcom.io/terms/v7.1/SOUR
https://gedcom.io/terms/v7.1/WILL	TYPE	https://gedcom.io/terms/v7/TYPE
https://gedcom.io/terms/v7.1/WILL	UID	https://gedcom.io/terms/v7/UID
https://gedcom.io/terms/v7.1/WILL	WWW	https://gedcom.io/terms/v7/WWW
https://gedcom.io/terms/v7.1/record-FAM	ANUL	https://gedcom.io/terms/v7.1/ANUL
https://gedcom.io/terms/v7.1/record-FAM	ASSO	https://gedcom.io/terms/v7.1/ASSO
https://gedcom.io/terms/v7.1/record-FAM	CENS	https://gedcom.io/terms/v7.1/FAM-CENS
https://gedcom.io/terms/v7.1/record-FAM	CHAN	https://gedcom.io/terms/v7.1/CHAN
